,key,value
4339,있겠다는,4339
4340,들더라고요,4340
4341,에나,4341
4342,어유,4342
4343,없는게,4343
4344,확실한지,4344
4345,힘듦보다,4345
4346,망설였거든요,4346
4347,복,4347
4348,용법,4348
4349,지난주,4349
4350,써져있기만,4350
4351,넣어서,4351
4352,주시던데,4352
4353,맞구요,4353
4354,찔수있는,4354
4355,그람,4355
4356,잘라서,4356
4357,주시거나,4357
4358,함량,4358
4359,낮은걸,4359
4360,야해서요,4360
4361,미술,4361
4362,관여,4362
4363,안하나요,4363
4364,피치,4364
4365,회식,4365
4366,마셔야,4366
4367,룻,4367
4368,진술,4368
4369,받으려,4369
4370,유효,4370
4371,버릴까,4371
4372,낫질,4372
4373,다닙니다,4373
4374,괴로울,4374
4375,그렇,4375
4376,댄다는것이,4376
4377,수명,4377
4378,살고있는게,4378
4379,넘었는데,4379
4380,놓쳐서,4380
4381,희망이,4381
4382,놓은,4382
4383,보내다,4383
4384,죽을까,4384
4385,괴로우니까,4385
4386,믿고싶지,4386
4387,믿으려고,4387
4388,교회,4388
4389,어처구니,4389
4390,답답했습니다,4390
4391,읽지도,4391
4392,따르길래,4392
4393,나으려고,4393
4394,늦게,4394
4395,역시,4395
4396,벅찹니다,4396
4397,좋,4397
4398,요가,4398
4399,해보았고,4399
4400,비도,4400
4401,해주기,4401
4402,벌어서,4402
4403,스위스,4403
4404,안락사,4404
4405,가라던데,4405
4406,지긋지긋한,4406
4407,보여주고싶,4407
4408,떳떳하게,4408
4409,살고싶,4409
4410,오래된,4410
4411,계시다면,4411
4412,통화,4412
4413,연결,4413
4414,적나요,4414
4415,수년,4415
4416,둘록,4416
4417,심발,4417
4418,사태,4418
4419,릭,4419
4420,맞어서,4420
4421,다행히,4421
4422,재고,4422
4423,있다고하더라고요,4423
4424,안줄수도,4424
4425,통상,4425
4426,단종,4426
4427,어려워지나요,4427
4428,넘어가면,4428
4429,어려워진다는,4429
4430,알다,4430
4431,번복,4431
4432,쌓여,4432
4433,움직이기,4433
4434,귀찮아도,4434
4435,떠오르지,4435
4436,쌓이면,4436
4437,알아야,4437
4438,모르면,4438
4439,편하지,4439
4440,시원해,4440
4441,도합,4441
4442,줄어들고,4442
4443,개신교,4443
4444,간절히,4444
4445,소용없었습니다,4445
4446,견디는것마저,4446
4447,낮아졌는데,4447
4448,되자마자,4448
4449,친밀한,4449
4450,심하지는,4450
4451,가겠다고,4451
4452,없을까봐,4452
4453,옴겨,4453
4454,다니고있는,4454
4455,옴,4455
4456,기고,4456
4457,먹는지,4457
4458,가안,4458
4459,올렸습니다,4459
4460,언,4460
4461,부탁드릴게요,4461
4462,좋다가,4462
4463,또집,4463
4464,안좋으면,4464
4465,악순환,4465
4466,기댈,4466
4467,앓이,4467
4468,많이하면서,4468
4469,살아왔습니다,4469
4470,얻고자,4470
4471,올리게,4471
4472,됬습니다,4472
4473,향,4473
4474,소심하고,4474
4475,많거든요,4475
4476,소심하다고,4476
4477,이상하다고,4477
4478,많아지니까,4478
4479,편한,4479
4480,무지,4480
4481,소집,4481
4482,두근거려서,4482
4483,고지후,4483
4484,가보는거에요,4484
4485,무속인,4485
4486,빙의,4486
4487,하시던데,4487
4488,허주,4488
4489,잡귀,4489
4490,없앨,4490
4491,이요,4491
4492,껀데,4492
4493,피지,4493
4494,소티,4494
4495,논,4495
4496,게보린,4496
4497,흡입,4497
4498,일전,4498
4499,야한다는데,4499
4500,안남아서요,4500
4501,약하지,4501
4502,먹으니,4502
4503,가능해졌는데,4503
4504,웨이,4504
4505,트레이닝,4505
4506,근력,4506
4507,등산,4507
4508,자전거,4508
4509,게을리,4509
4510,바렙톨,4510
4511,아르,4511
4512,피졸,4512
4513,싫어하셨는데,4513
4514,김,4514
4515,끊으라면서,4515
4516,말라네요,4516
4517,여유,4517
4518,세는,4518
4519,답시고,4519
4520,왔다길래,4520
4521,두었습니다,4521
4522,이기는,4522
4523,그런거려니,4523
4524,넘겼어요,4524
4525,살펴보았는데,4525
4526,거더,4526
4527,티비,4527
4528,나비,4528
4529,일으킨다고,4529
4530,먹고있을줄은,4530
4531,갖다,4531
4532,버린,4532
4533,잃어버린,4533
4534,똑같은걸,4534
4535,해올까봐,4535
4536,딸애,4536
4537,늘었으니,4537
4538,어떻겠냐,4538
4539,제의,4539
4540,해보겠다고,4540
4541,찾아서,4541
4542,저체중,4542
4543,센치미터,4543
4544,다른답,4544
4545,돌리지,4545
4546,잊고,4546
4547,격해지고,4547
4548,조급해져요,4548
4549,연애,4549
4550,심했어서,4550
4551,메스껍고,4551
4552,안좋습니다,4552
4553,먹고싶은,4553
4554,혈액암,4554
4555,골수,4555
4556,이형성,4556
4557,헤모글로빈,4557
4558,혈소판,4558
4559,강소,4559
4560,있는듯,4560
4561,되었구요,4561
4562,큐어,4562
4563,빠져요,4563
4564,빠졌는,4564
4565,했는,4565
4566,데도,4566
4567,빠져서요,4567
4568,가지못하는데,4568
4569,뭐라하나요,4569
4570,왔음에도,4570
4571,오줌,4571
4572,다녀오고도,4572
4573,마려운,4573
4574,앉아,4574
4575,속옷,4575
4576,그럴까봐,4576
4577,망칠까봐,4577
4578,느낀게,4578
4579,미치는,4579
4580,나타난다고,4580
4581,들으시더니,4581
4582,나쁘지,4582
4583,않다라고,4583
4584,달고있네요,4584
4585,손보,4585
4586,음해,4586
4587,성공했고,4587
4588,감량,4588
4589,하고있으나,4589
4590,보자고,4590
4591,권했는데요,4591
4592,읽어,4592
4593,소급,4593
4594,가능했던,4594
4595,싹,4595
4596,늦게나마,4596
4597,부탁드려도,4597
4598,들어주실까,4598
4599,같은거요,4599
4600,다윈,4600
4601,하는가요,4601
4602,빙,4602
4603,싸지요,4603
4604,의사썜,4604
4605,비슷하더라구요,4605
4606,윌,4606
4607,년재,4607
4608,댄,4608
4609,안감,4609
4610,청해,4610
4611,어보,4611
4612,대재,4612
4613,잇다해,4613
4614,밀양,4614
4615,여자아이,4615
4616,께름칙,4616
4617,괜찮아졌다면,4617
4618,잡히진,4618
4619,규칙,4619
4620,지키는,4620
4621,과잉행동,4621
4622,훈육,4622
4623,공격성,4623
4624,짙어서요,4624
4625,넘어가야,4625
4626,간결하게,4626
4627,적혀있었습니다,4627
4628,어땠는지,4628
4629,궁금해졌습니다,4629
4630,궁금증,4630
4631,가중,4631
4632,가잖아요,4632
4633,입어,4633
4634,인산,4634
4635,움찔,4635
4636,쓰지,4636
4637,지냈는데요,4637
4638,겨울,4638
4639,야외,4639
4640,추운,4640
4641,하느라,4641
4642,위아래,4642
4643,까딱,4643
4644,관찰,4644
4645,그러냐고,4645
4646,하는줄,4646
4647,동작,4647
4648,흔들거나,4648
4649,까딱까딱,4649
4650,나른하고,4650
4651,가라앉아서,4651
4652,뭉치,4652
4653,요식업,4653
4654,지나면서,4654
4655,높아지는,4655
4656,벤조디아제핀,4656
4657,테이퍼링,4657
4658,할떄,4658
4659,금단현상,4659
4660,멍함,4660
4661,잡을수있는지,4661
4662,장군,4662
4663,오셨다,4663
4664,쎄고,4664
4665,신줄도,4665
4666,쎄다,4666
4667,왕,4667
4668,하셨던,4668
4669,불편했는데,4669
4670,해냈어요,4670
4671,이겨내야지,4671
4672,밖에도,4672
4673,심해지면서,4673
4674,임시,4674
4675,괜찮고,4675
4676,타고,4676
4677,이용도,4677
4678,가려면,4678
4679,막막합니다,4679
4680,불찰,4680
4681,미뤄서,4681
4682,빌려,4682
4683,월전,4683
4684,있다가는,4684
4685,물어,4685
4686,괴로워하다,4686
4687,같았기,4687
4688,않겠습니다,4688
4689,사신,4689
4690,즈음,4690
4691,외할머니,4691
4692,들려주셨습니다,4692
4693,과장,4693
4694,보태,4694
4695,험담,4695
4696,하셨다고는,4696
4697,성장한,4697
4698,였을,4698
4699,외가,4699
4700,배려,4700
4701,라곤,4701
4702,없으신,4702
4703,놓을,4703
4704,없으셨을,4704
4705,따뜻한,4705
4706,주실,4706
4707,거란,4707
4708,기대,4708
4709,가졌었기에,4709
4710,있으리라,4710
4711,심해지더군요,4711
4712,들을수록,4712
4713,꺼려진다고,4713
4714,느꼈고,4714
4715,버리시어,4715
4716,하시는지도,4716
4717,알아채지,4717
4718,심각해졌습니다,4718
4719,축,4719
4720,느끼어,4720
4721,참지,4721
4722,하시라고,4722
4723,강경하게,4723
4724,표현,4724
4725,툴툴댔던,4725
4726,태도,4726
4727,쏟아내셨고,4727
4728,적지,4728
4729,입고,4729
4730,없었다고는,4730
4731,복잡하게,4731
4732,이어진,4732
4733,이기,4733
4734,없겠다는,4734
4735,가볼,4735
4736,입니다만,4736
4737,만의,4737
4738,있을지에,4738
4739,여력,4739
4740,기분장애,4740
4741,울렁거림,4741
4742,쓰림,4742
4743,바꿨는데도,4743
4744,삼일,4744
4745,봐야하나,4745
4746,그렇잖아요,4746
4747,지켜보고,4747
4748,해주시는건데,4748
4749,바꾸는게,4749
4750,관민,4750
4751,정밀,4751
4752,딴,4752
4753,교과서,4753
4754,잃어버리기,4754
4755,산만하진,4755
4756,편이였어요,4756
4757,해보겠단,4757
4758,풀려서,4758
4759,돌아가서,4759
4760,하려고를,4760
4761,친한친구,4761
4762,손절,4762
4763,않는다,4763
4764,안더,4764
4765,에이치,4765
4766,돼는지도,4766
4767,팍실,4767
4768,클래,4768
4769,피곤해,4769
4770,바꿔도,4770
4771,바빠서,4771
4772,과환,4772
4773,우,4773
4774,원정,4774
4775,추,4775
4776,가약,4776
4777,늘리고부터,4777
4778,하고부터,4778
4779,늘었고,4779
4780,안좋은가요,4780
4781,샤프,4781
4782,샤프심,4782
4783,압수,4783
4784,당한다는데,4784
4785,잘아시는,4785
4786,분만,4786
4787,범위,4787
4788,변한다,4788
4789,알려주시길,4789
4790,이왕이면,4790
4791,인용,4791
4792,우울하지는,4792
4793,화만,4793
4794,ㅆ,4794
4795,발년,4795
4796,친년,4796
4797,놀거나,4797
4798,않고있고요,4798
4799,돌아가셔서,4799
4800,책임져,4800
4801,들지가,4801
4802,가버리고싶고,4802
4803,낼때,4803
4804,버리고싶다는,4804
4805,돌아오는,4805
4806,하네,4806
4807,힘드냐,4807
4808,즐거운,4808
4809,놀고나면,4809
4810,비고,4810
4811,공허한,4811
4812,따라주는,4812
4813,싶어하는,4813
4814,부럽습니다,4814
4815,차려,4815
4816,줬다고,4816
4817,도와준다고,4817
4818,어지른건,4818
4819,혼나고,4819
4820,해주냐고,4820
4821,키웠다고,4821
4822,울어,4822
4823,버려서,4823
4824,다시는,4824
4825,버렸습니다,4825
4826,태우고,4826
4827,출발,4827
4828,시키면서,4828
4829,달렸던게,4829
4830,무디,4830
4831,아니였나,4831
4832,잡거나,4832
4833,뜯어,4833
4834,때리거나,4834
4835,한심하거나,4835
4836,하루빨리,4836
4837,지구,4837
4838,망하거나,4838
4839,핵,4839
4840,터져,4840
4841,죽는것만,4841
4842,바라는것,4842
4843,거짓,4843
4844,에서나,4844
4845,철,4845
4846,사람인,4846
4847,고싶다,4847
4848,즐겁고,4848
4849,내는것도,4849
4850,잘해주고,4850
4851,벗어나고싶습니다,4851
4852,데드라인,4852
4853,맞추기도,4853
4854,망했고,4854
4855,살았어요,4855
4856,살빼려고,4856
4857,이어지고,4857
4858,끼니,4858
4859,없도,4859
4860,생긴게,4860
4861,망한,4861
4862,게으른,4862
4863,쪼달려,4863
4864,막판,4864
4865,찍어서,4865
4866,한것도,4866
4867,어쨌든,4867
4868,이상태,4868
4869,오해해,4869
4870,낭,4870
4871,내버리는건,4871
4872,떤다,4872
4873,들었다면,4873
4874,덜한지,4874
4875,알겠죠,4875
4876,본가,4876
4877,가능하냐,4877
4878,원시,4878
4879,받아들이는,4879
4880,없는것,4880
4881,로만,4881
4882,물어보는,4882
4883,빼먹고,4883
4884,화남,4884
4885,높아지고,4885
4886,많아지고,4886
4887,사소한것,4887
4888,심했는데,4888
4889,사소한것에도,4889
4890,불안해하고,4890
4891,뛸,4891
4892,그러시는데,4892
4893,말씀드린다고,4893
4894,꺼낼것,4894
4895,요소,4895
4896,깹니다,4896
4897,선명하게,4897
4898,사물,4898
4899,진동,4899
4900,삐,4900
4901,먹해,4901
4902,짐,4902
4903,뜨거워,4903
4904,지거나,4904
4905,전기,4905
4906,흐르는,4906
4907,엠에스,4907
4908,하지면,4908
4909,대한민국,4909
4910,서울대학교,4910
4911,정이,4911
4912,일본엔,4912
4913,정신장애인,4913
4914,앓아,4914
4915,우울한데,4915
4916,맞기는,4916
4917,서서,4917
4918,죽으려는,4918
4919,죽으려면,4919
4920,죽자는,4920
4921,안함,4921
4922,죽을수만,4922
4923,우울한것도,4923
4924,로운,4924
4925,없어여,4925
4926,잇는거,4926
4927,맞는거,4927
4928,요약,4928
4929,미칠까,4929
4930,허리,4930
4931,상관없을까요,4931
4932,토스,4932
4933,권장,4933
4934,나오긴,4934
4935,맞추면,4935
4936,상관없는건,4936
4937,될수있는지,4937
4938,받고있지,4938
4939,않는데요,4939
4940,그래나,4940
4941,충분하다고,4941
4942,가지고있음,4942
4943,모른다는,4943
4944,어렵다더군요,4944
4945,사망,4945
4946,특약,4946
4947,알아야지,4947
4948,넣을,4948
4949,있겠다,4949
4950,쓰이고,4950
4951,야할지도,4951
4952,되더군요,4952
4953,어려워져,4953
4954,서인데,4954
4955,아닐수도,4955
4956,심해지는지,4956
4957,불편하긴,4957
4958,받을려고,4958
4959,잇몸,4959
4960,붓고,4960
4961,간지러운데,4961
4962,인레,4962
4963,안될수도,4963
4964,적혀있어야,4964
4965,낮잠,4965
4966,자려,4966
4967,달까,4967
4968,멍해지,4968
4969,들어가는데,4969
4970,실리콘,4970
4971,피어싱,4971
4972,빼도,4972
4973,알겠다,4973
4974,접근,4974
4975,다르지,4975
4976,하시는지,4976
4977,먹어라,4977
4978,이러시는것,4978
4979,하시는것,4979
4980,비웃거나,4980
4981,비꼬거나,4981
4982,채택,4982
4983,법정,4983
4984,강압,4984
4985,먹자고,4985
4986,살아왔지만,4986
4987,먹었구,4987
4988,불리하진,4988
4989,않은지,4989
4990,민사재판,4990
4991,유리하게,4991
4992,작용,4992
4993,주시,4993
4994,감사,4994
4995,드리겠습니다,4995
4996,살인데요,4996
4997,수감,4997
4998,신데,4998
4999,고모,4999
5000,안좋나요,5000
5001,무서운게,5001
5002,생긴다면,5002
5003,살찌는건,5003
5004,안되는데,5004
5005,되는거에요,5005
5006,되서요,5006
5007,있긴한데,5007
5008,하였다가,5008
5009,퇴,5009
5010,소하,5010
5011,돼었습니다,5011
5012,입학식,5012
5013,나가지를,5013
5014,의증,5014
5015,공포,5015
5016,지지,5016
5017,시행,5017
5018,사료,5018
5019,후의,5019
5020,심신,5020
5021,상기,5021
5022,어려,5022
5023,나올수도,5023
5024,하시지만,5024
5025,끌려,5025
5026,병신,5026
5027,보일수도,5027
5028,나가,5028
5029,하고싶고,5029
5030,그러고싶지만,5030
5031,편히,5031
5032,높을까요,5032
5033,주시는데,5033
5034,힘들어지는,5034
5035,서약,5035
5036,캔마,5036
5037,셧,5037
5038,비상,5038
5039,기다려야,5039
5040,먹을수,5040
5041,잇나,5041
5042,뇨,5042
5043,누워있는거라고,5043
5044,하더니,5044
5045,제방,5045
5046,노숙자,5046
5047,가보라고만,5047
5048,했지,5048
5049,몰랐다는듯이,5049
5050,나왔고요,5050
5051,이러는거,5051
5052,커지잖아요,5052
5053,한다더라고요,5053
5054,다양한,5054
5055,배운다고,5055
5056,배우는,5056
5057,비위,5057
5058,약해,5058
5059,양주,5059
5060,여의사,5060
5061,여중생,5061
5062,불안정했고,5062
5063,늘어나고,5063
5064,싫다는,5064
5065,대하는게,5065
5066,만이,5066
5067,야하는거,5067
5068,싶다가도,5068
5069,정작,5069
5070,전자담배,5070
5071,펴도,5071
5072,상관없다고,5072
5073,괜찮은지,5073
5074,많던데,5074
5075,피신,5075
5076,이부프로펜,5076
5077,걸쳐서,5077
5078,크든,5078
5079,작든,5079
5080,편이긴,5080
5081,가까워지면서,5081
5082,극심해졌어요,5082
5083,버리고싶고,5083
5084,역겹고요,5084
5085,죽겠다는,5085
5086,늘어서,5086
5087,좁아지는것,5087
5088,들어가고,5088
5089,왔냐고,5089
5090,쫄려,5090
5091,어쩌라고,5091
5092,지내,5092
5093,긋기,5093
5094,멈추고,5094
5095,살아야한,5095
5096,몰골,5096
5097,힘드십니까,5097
5098,드셔,5098
5099,보신,5099
5100,계신가요,5100
5101,느껴지셨나요,5101
5102,하지는,5102
5103,않으셨나요,5103
5104,뜯다,5104
5105,땅,5105
5106,덥혀,5106
5107,뜯는,5107
5108,싸우게,5108
5109,만질,5109
5110,꼬아,5110
5111,주먹,5111
5112,쥐었을,5112
5113,래서,5113
5114,안과,5114
5115,청소기,5115
5116,같았는데,5116
5117,의향,5117
5118,활발,5118
5119,맑은,5119
5120,밝았었는데,5120
5121,살았나,5121
5122,턱턱,5122
5123,막혀요,5123
5124,만나면,5124
5125,편안해지고,5125
5126,좋았었는데,5126
5127,꺼내면,5127
5128,용기내서,5128
5129,보는건데,5129
5130,버거워서,5130
5131,귀찮은데,5131
5132,싫다고,5132
5133,수백,5133
5134,수천,5134
5135,암튼,5135
5136,긍정,5136
5137,적이셨어요,5137
5138,있다는건,5138
5139,알고있지만,5139
5140,끝날것,5140
5141,산만한데다,5141
5142,랑은,5142
5143,멀리,5143
5144,사는데다가,5144
5145,싫어해요,5145
5146,못자요,5146
5147,좀있고,5147
5148,다녀왔고,5148
5149,세관,5149
5150,걸려,5150
5151,억울하게,5151
5152,남았고,5152
5153,무기징역,5153
5154,가야겠습니다,5154
5155,쨋,5155
5156,어떠케,5156
5157,하는거랑,5157
5158,똑같나요,5158
5159,난독증,5159
5160,배워,5160
5161,저렴하다고,5161
5162,아르바이트,5162
5163,전액,5163
5164,되었던,5164
5165,되는걸,5165
5166,그립,5166
5167,갔던,5167
5168,옮겨도,5168
5169,공허함을,5169
5170,느낀지,5170
5171,되어가요,5171
5172,어리고,5172
5173,키우셔서,5173
5174,좋으시거든요,5174
5175,복지관,5175
5176,소집해제,5176
5177,남았습니다,5177
5178,어렵지,5178
5179,교체,5179
5180,되었는데도,5180
5181,찌르면,5181
5182,죽겠지,5182
5183,죽여주겠지,5183
5184,된지는,5184
5185,지어,5185
5186,먹고있음에도,5186
5187,없이도,5187
5188,분할,5188
5189,부적합,5189
5190,심사,5190
5191,받을수있는게,5191
5192,가됴,5192
5193,그럼에도,5193
5194,살아날까,5194
5195,먹던게,5195
5196,인체,5196
5197,빠져나가는데에,5197
5198,생동,5198
5199,심해질까봐,5199
5200,걸렸네요,5200
5201,전남대,5201
5202,피우고,5202
5203,힘드는데,5203
5204,꾹꾹,5204
5205,눌르면서,5205
5206,힘든가요,5206
5207,놀고,5207
5208,치나요,5208
5209,있으면서도,5209
5210,가능하기도,5210
5211,스럽네요,5211
5212,내릴,5212
5213,기립,5213
5214,원했는데,5214
5215,내리면,5215
5216,내려졌다면,5216
5217,본게,5217
5218,상병,5218
5219,아닐테지만,5219
5220,부상,5220
5221,안될까봐,5221
5222,다발,5222
5223,지켜보자,5223
5224,해주셨는데요,5224
5225,종,5225
5226,끼치는지,5226
5227,실조,5227
5228,받아야하는지요,5228
5229,유명하거나,5229
5230,있었어서,5230
5231,힘들었는데,5231
5232,생각나고,5232
5233,신규가입,5233
5234,있다하는데,5234
5235,좋아지죠,5235
5236,육군사관학교,5236
5237,놔서,5237
5238,밝히면,5238
5239,모르나요,5239
5240,클로자핀,5240
5241,예뱡,5241
5242,듀락칸,5242
5243,먹어오고,5243
5244,방귀,5244
5245,안나옵니다,5245
5246,변,5246
5247,뀌는데,5247
5248,배안에,5248
5249,차있는,5249
5250,무척,5250
5251,생긴다는,5251
5252,하지를,5252
5253,있는지요,5253
5254,그런지는,5254
5255,끝날,5255
5256,멀어진거,5256
5257,두는거,5257
5258,불안했어요,5258
5259,수학학원,5259
5260,많았거든요,5260
5261,쓰,5261
5262,고가도,5262
5263,잡고있듯이,5263
5264,답답한거에요,5264
5265,개학,5265
5266,쟤,5266
5267,좋아하는것,5267
5268,지낼,5268
5269,붙어,5269
5270,걸러,5270
5271,찾았어요,5271
5272,왠,5272
5273,잡고있는거,5273
5274,느리게,5274
5275,더운거랑,5275
5276,섞여서,5276
5277,엄청났어요,5277
5278,착각,5278
5279,가봐도,5279
5280,답답한건,5280
5281,힘드니,5281
5282,멀어지고,5282
5283,허는데,5283
5284,무상,5284
5285,왠만해서는,5285
5286,넘어가면서,5286
5287,살려고,5287
5288,조사,5288
5289,보이스피싱,5289
5290,고의,5290
5291,할수있고,5291
5292,원하면,5292
5293,치료받는데,5293
5294,출장,5294
5295,찾아봤는데요,5295
5296,대상자,5296
5297,선정,5297
5298,맞는지요,5298
5299,전시,5299
5300,맞는가요,5300
5301,정지,5301
5302,되었다가,5302
5303,합쳐서,5303
5304,계산,5304
5305,자동,5305
5306,일자,5306
5307,합쳐져서,5307
5308,탈락,5308
5309,심해지,5309
5310,아픔,5310
5311,실시간,5311
5312,고통스럽고,5312
5313,외로움,5313
5314,외로운,5314
5315,한평생,5315
5316,찾는것도,5316
5317,가능하나요,5317
5318,당하여,5318
5319,외상후스트레스장애,5319
5320,있기만,5320
5321,하여도,5321
5322,안숴,5322
5323,상당해,5323
5324,조퇴,5324
5325,다닐수,5325
5326,동기,5326
5327,따려고,5327
5328,가는건데,5328
5329,찔러도,5329
5330,자긴전하나,5330
5331,시간텀,5331
5332,도야,5332
5333,아파지고,5333
5334,쓸수록,5334
5335,망칩니다,5335
5336,풀고,5336
5337,쿵쿵,5337
5338,룩,5338
5339,차고,5339
5340,소수,5340
5341,좁은,5341
5342,쓰이면서,5342
5343,꼬르륵,5343
5344,거립니,5344
5345,옮기거나,5345
5346,곤,5346
5347,서고,5347
5348,숨쉬는것도,5348
5349,버리고싶어요,5349
5350,땅바닥,5350
5351,엎어져서,5351
5352,실려,5352
5353,뻔한,5353
5354,것때매,5354
5355,괴로워,5355
5356,저럴까봐,5356
5357,마른데,5357
5358,마십니다,5358
5359,차분하게,5359
5360,노이로제,5360
5361,밀가루,5361
5362,태아,5362
5363,되거나,5363
5364,그러진,5364
5365,바라면,5365
5366,단번,5366
5367,안좋아서,5367
5368,삽입,5368
5369,제세동기,5369
5370,먹진,5370
5371,설어져요,5371
5372,설어지고,5372
5373,편하지가,5373
5374,어뜩,5374
5375,좋을까,5375
5376,하고싶어서요,5376
5377,다니고있는데,5377
5378,지냈어요,5378
5379,나빠졌습니다,5379
5380,수습,5380
5381,죽나요,5381
5382,충치,5382
5383,콧물,5383
5384,난다,5384
5385,어금니,5385
5386,시리,5386
5387,가능하잖아요,5387
5388,슬프지도,5388
5389,평화롭게,5389
5390,혐오,5390
5391,떠나질,5391
5392,화목,5392
5393,났으면,5393
5394,당했던,5394
5395,연차,5395
5396,앓고있고,5396
5397,추행,5397
5398,사채,5398
5399,지경,5399
5400,털어놓을,5400
5401,편해지고싶은데,5401
5402,어렵네요,5402
5403,십년,5403
5404,좋아질수도,5404
5405,젊으신,5405
5406,긋하신,5406
5407,맞아서요,5407
5408,살까,5408
5409,내야,5409
5410,심했었고,5410
5411,나아지다가,5411
5412,대중,5412
5413,그러기에,5413
5414,청심환,5414
5415,달전부터,5415
5416,써요,5416
5417,소심하지도,5417
5418,활발한,5418
5419,받는지도,5419
5420,만을,5420
5421,되어있던데,5421
5422,토니,5422
5423,퍼거슨,5423
5424,경기,5424
5425,전적,5425
5426,최악,5426
5427,안타까운,5427
5428,사연,5428
5429,앓았었거든요,5429
5430,받음,5430
5431,독한데,5431
5432,클거다,5432
5433,미치게,5433
5434,야기,5434
5435,시킨다는,5435
5436,명목,5436
5437,철도,5437
5438,기관사,5438
5439,코레일,5439
5440,하는것을,5440
5441,꿈꾸고있습니다,5441
5442,될수도,5442
5443,살로,5443
5444,땃는데,5444
5445,조만간,5445
5446,특사,5446
5447,해놓,5447
5448,남아있어요,5448
5449,안될텐데,5449
5450,그러려면,5450
5451,ㅇㅇㅇ,5451
5452,물어보면,5452
5453,배우나요,5453
5454,사도,5454
5455,반의학,5455
5456,모른것,5456
5457,같군요,5457
5458,복지,5458
5459,꽃혀,5459
5460,자폐증,5460
5461,비장,5461
5462,트젠,5462
5463,켜녕,5463
5464,리아,5464
5465,시달리거든요,5465
5466,찐트젠,5466
5467,딸려있어서,5467
5468,답좀,5468
5469,성전환,5469
5470,하는것이,5470
5471,오가나요,5471
5472,될려면,5472
5473,인문,5473
5474,살뺄려고,5474
5475,빠질까,5475
5476,살찐다고,5476
5477,알고계시고,5477
5478,도와주실려고,5478
5479,계세,5479
5480,나아지지도,5480
5481,없어질까,5481
5482,이었음,5482
5483,더러운,5483
5484,샤워,5484
5485,씻음,5485
5486,돌아다닐,5486
5487,쓰임,5487
5488,궁금해서요,5488
5489,살때,5489
5490,기약,5490
5491,하려니까,5491
5492,형아,5492
5493,태어날까봐,5493
5494,되어요,5494
5495,없다고하는데,5495
5496,예방,5496
5497,먹어었는데,5497
5498,주는지요,5498
5499,되었,5499
5500,스,5500
5501,가는한데,5501
5502,들리네요,5502
5503,소심한,5503
5504,스타일,5504
5505,촌,5505
5506,싱숭생숭,5506
5507,가봐요,5507
5508,윽,5508
5509,박지르면서,5509
5510,되셔서,5510
5511,주셨어요,5511
5512,자랐다면서,5512
5513,있었나,5513
5514,몰랐다는게,5514
5515,사촌형,5515
5516,영정사진,5516
5517,바라보기만,5517
5518,위태,5518
5519,데려가려,5519
5520,데려가는게,5520
5521,앞서네요,5521
5522,듣고자,5522
5523,조심,5523
5524,영진,5524
5525,강한,5525
5526,느끼기에,5526
5527,꺼려져서요,5527
5528,적게,5528
5529,중구,5529
5530,찾아주시면,5530
5531,끝났고,5531
5532,나올려면,5532
5533,걸리나요,5533
5534,목신,5534
5535,딸리고,5535
5536,궁금한,5536
5537,심하나요,5537
5538,치료받는다는,5538
5539,끝나서,5539
5540,보고있는데,5540
5541,더라구요,5541
5542,진실,5542
5543,특징,5543
5544,애매해서,5544
5545,줄인지가,5545
5546,됐을테니,5546
5547,그만하고,5547
5548,토론,5548
5549,해야하며,5549
5550,다님,5550
5551,드릴려고,5551
5552,이러기,5552
5553,각오,5553
5554,나왓는데,5554
5555,원할수는,5555
5556,예외,5556
5557,원하더라도,5557
5558,취,5558
5559,구비,5559
5560,돌발,5560
5561,생기고,5561
5562,온전히,5562
5563,작별,5563
5564,활발하게,5564
5565,교류,5565
5566,소통,5566
5567,성해,5567
5568,힘들까,5568
5569,낼께요,5569
5570,심뇌,5570
5571,어렵다거나,5571
5572,비싸다거나,5572
5573,그러나요,5573
5574,뇌손상,5574
5575,으로가,5575
5576,말초,5576
5577,모세혈관,5577
5578,좁아,5578
5579,혈액,5579
5580,순환,5580
5581,에로,5581
5582,공급,5582
5583,지를못하여,5583
5584,쌓이게,5584
5585,이로인해,5585
5586,하지못하여,5586
5587,아니오라,5587
5588,지적장애,5588
5589,합의금,5589
5590,합의,5590
5591,하였는데,5591
5592,벌금,5592
5593,약식,5593
5594,기소,5594
5595,명령,5595
5596,위임장,5596
5597,별수,5597
5598,청를,5598
5599,한가지,5599
5600,궁금한것은,5600
5601,남기는,5601
5602,장점,5602
5603,하실까,5603
5604,보내도,5604
5605,하시는게,5605
5606,힘들어하면,5606
5607,보내주는게,5607
5608,봤자,5608
5609,덧붙여요,5609
5610,끼치긴,5610
5611,세라,5611
5612,일말,5612
5613,힘들어하고,5613
5614,야하는건,5614
5615,하고있는,5615
5616,이비후,5616
5617,인과,5617
5618,세악,5618
5619,틸정,5619
5620,펠로엘정,5620
5621,뮤,5621
5622,코다,5622
5623,먹어야하는데,5623
5624,분해주사,5624
5625,맞았고,5625
5626,카를,5626
5627,노필,5627
5628,타라,5628
5629,부틴정,5629
5630,다이크,5630
5631,메네스,5631
5632,슈다페드정,5632
